bctcb2010,area_m2,coord_x,coord_y,area_res,area_com,area_park,area_plaza,area_open,area_prkng,closest_me,dist_metro,area_roadb
10002021000,5306.32,586124.2736,4507493.6323,0.000000000000000,2072.134112008211105,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,11,787.175,2013.258997190508353
